sku,name,description,price
SKU02077,"Product 2077","Description for product 2077",80.21
SKU02078,"Product 2078","Description for product 2078",28.15
SKU02079,"Product 2079","Description for product 2079",13.3
SKU02080,"Product 2080","Description for product 2080",50.96
SKU02081,"Product 2081","Description for product 2081",55.76
SKU02082,"Product 2082","Description for product 2082",81.76
SKU02083,"Product 2083","Description for product 2083",2.91
SKU02084,"Product 2084","Description for product 2084",49.54
SKU02085,"Product 2085","Description for product 2085",57.71
SKU02086,"Product 2086","Description for product 2086",66.73
SKU02087,"Product 2087","Description for product 2087",93.33
SKU02088,"Product 2088","Description for product 2088",74.88
SKU02089,"Product 2089","Description for product 2089",61.29
SKU02090,"Product 2090","Description for product 2090",38.51
SKU02091,"Product 2091","Description for product 2091",17.06
SKU02092,"Product 2092","Description for product 2092",66.97
SKU02093,"Product 2093","Description for product 2093",72.4
SKU02094,"Product 2094","Description for product 2094",83.36
SKU02095,"Product 2095","Description for product 2095",59.91
SKU02096,"Product 2096","Description for product 2096",33.59
SKU02097,"Product 2097","Description for product 2097",82.12
SKU02098,"Product 2098","Description for product 2098",1.57
SKU02099,"Product 2099","Description for product 2099",63.35
SKU02100,"Product 2100","Description for product 2100",88.55
SKU02101,"Product 2101","Description for product 2101",66.03
SKU02102,"Product 2102","Description for product 2102",4.8
SKU02103,"Product 2103","Description for product 2103",27.92
SKU02104,"Product 2104","Description for product 2104",50.15
SKU02105,"Product 2105","Description for product 2105",95.65
SKU02106,"Product 2106","Description for product 2106",9.42
SKU02107,"Product 2107","Description for product 2107",65.03
SKU02108,"Product 2108","Description for product 2108",35.28
SKU02109,"Product 2109","Description for product 2109",22.54
SKU02110,"Product 2110","Description for product 2110",81.86
SKU02111,"Product 2111","Description for product 2111",37.29
SKU02112,"Product 2112","Description for product 2112",90.07
SKU02113,"Product 2113","Description for product 2113",23.42
SKU02114,"Product 2114","Description for product 2114",96.53
SKU02115,"Product 2115","Description for product 2115",94.36
SKU02116,"Product 2116","Description for product 2116",84.93
SKU02117,"Product 2117","Description for product 2117",43.21
SKU02118,"Product 2118","Description for product 2118",44.73
SKU02119,"Product 2119","Description for product 2119",33.79
SKU02120,"Product 2120","Description for product 2120",87.99
SKU02121,"Product 2121","Description for product 2121",87.32
SKU02122,"Product 2122","Description for product 2122",50.84
SKU02123,"Product 2123","Description for product 2123",85.16
SKU02124,"Product 2124","Description for product 2124",63.34
SKU02125,"Product 2125","Description for product 2125",88.51
SKU02126,"Product 2126","Description for product 2126",40.7
SKU02127,"Product 2127","Description for product 2127",95.57
SKU02128,"Product 2128","Description for product 2128",33.23
SKU02129,"Product 2129","Description for product 2129",44.15
SKU02130,"Product 2130","Description for product 2130",87.76
SKU02131,"Product 2131","Description for product 2131",76.43
SKU02132,"Product 2132","Description for product 2132",29.1
SKU02133,"Product 2133","Description for product 2133",61.42
SKU02134,"Product 2134","Description for product 2134",77.76
SKU02135,"Product 2135","Description for product 2135",38.01
SKU02136,"Product 2136","Description for product 2136",10.07
SKU02137,"Product 2137","Description for product 2137",7.31
SKU02138,"Product 2138","Description for product 2138",19.16
SKU02139,"Product 2139","Description for product 2139",4.63
SKU02140,"Product 2140","Description for product 2140",31.9
SKU02141,"Product 2141","Description for product 2141",59.6
SKU02142,"Product 2142","Description for product 2142",72.19
SKU02143,"Product 2143","Description for product 2143",13.34
SKU02144,"Product 2144","Description for product 2144",16.32
SKU02145,"Product 2145","Description for product 2145",60.52
SKU02146,"Product 2146","Description for product 2146",67.88
SKU02147,"Product 2147","Description for product 2147",60.19
SKU02148,"Product 2148","Description for product 2148",26.2
SKU02149,"Product 2149","Description for product 2149",13.94
SKU02150,"Product 2150","Description for product 2150",39.04
SKU02151,"Product 2151","Description for product 2151",41.74
SKU02152,"Product 2152","Description for product 2152",92.03
SKU02153,"Product 2153","Description for product 2153",59.7
SKU02154,"Product 2154","Description for product 2154",88.05
SKU02155,"Product 2155","Description for product 2155",58.9
SKU02156,"Product 2156","Description for product 2156",1.76
SKU02157,"Product 2157","Description for product 2157",88.35
SKU02158,"Product 2158","Description for product 2158",87.36
SKU02159,"Product 2159","Description for product 2159",21.09
SKU02160,"Product 2160","Description for product 2160",99.09
SKU02161,"Product 2161","Description for product 2161",58.17
SKU02162,"Product 2162","Description for product 2162",63.2
SKU02163,"Product 2163","Description for product 2163",36.02
SKU02164,"Product 2164","Description for product 2164",39.54
SKU02165,"Product 2165","Description for product 2165",44.25
SKU02166,"Product 2166","Description for product 2166",84.38
SKU02167,"Product 2167","Description for product 2167",49.55
SKU02168,"Product 2168","Description for product 2168",52.99
SKU02169,"Product 2169","Description for product 2169",54.39
SKU02170,"Product 2170","Description for product 2170",34.64
SKU02171,"Product 2171","Description for product 2171",71.93
SKU02172,"Product 2172","Description for product 2172",21.56
SKU02173,"Product 2173","Description for product 2173",1.38
SKU02174,"Product 2174","Description for product 2174",7.69
SKU02175,"Product 2175","Description for product 2175",9.08
SKU02176,"Product 2176","Description for product 2176",34.65
SKU02177,"Product 2177","Description for product 2177",12.28
SKU02178,"Product 2178","Description for product 2178",91.46
SKU02179,"Product 2179","Description for product 2179",47.47
SKU02180,"Product 2180","Description for product 2180",47.78
SKU02181,"Product 2181","Description for product 2181",18.63
SKU02182,"Product 2182","Description for product 2182",95.73
SKU02183,"Product 2183","Description for product 2183",24.61
SKU02184,"Product 2184","Description for product 2184",11.95
SKU02185,"Product 2185","Description for product 2185",35.75
SKU02186,"Product 2186","Description for product 2186",51.15
SKU02187,"Product 2187","Description for product 2187",48.36
SKU02188,"Product 2188","Description for product 2188",94.98
SKU02189,"Product 2189","Description for product 2189",12.35
SKU02190,"Product 2190","Description for product 2190",51.45
SKU02191,"Product 2191","Description for product 2191",55.87
SKU02192,"Product 2192","Description for product 2192",61.32
SKU02193,"Product 2193","Description for product 2193",38.13
SKU02194,"Product 2194","Description for product 2194",92.68
SKU02195,"Product 2195","Description for product 2195",37.91
SKU02196,"Product 2196","Description for product 2196",23.43
SKU02197,"Product 2197","Description for product 2197",5.38
SKU02198,"Product 2198","Description for product 2198",81.62
SKU02199,"Product 2199","Description for product 2199",44.87
SKU02200,"Product 2200","Description for product 2200",44.49
SKU02201,"Product 2201","Description for product 2201",51.84
SKU02202,"Product 2202","Description for product 2202",97.15
SKU02203,"Product 2203","Description for product 2203",2.5
SKU02204,"Product 2204","Description for product 2204",31.5
SKU02205,"Product 2205","Description for product 2205",39.4
SKU02206,"Product 2206","Description for product 2206",38.14
SKU02207,"Product 2207","Description for product 2207",42.39
SKU02208,"Product 2208","Description for product 2208",92.97
SKU02209,"Product 2209","Description for product 2209",67.49
SKU02210,"Product 2210","Description for product 2210",10.83
SKU02211,"Product 2211","Description for product 2211",10.09
SKU02212,"Product 2212","Description for product 2212",29.26
SKU02213,"Product 2213","Description for product 2213",34.6
SKU02214,"Product 2214","Description for product 2214",81.27
SKU02215,"Product 2215","Description for product 2215",45.3
SKU02216,"Product 2216","Description for product 2216",92.4
SKU02217,"Product 2217","Description for product 2217",40.28
SKU02218,"Product 2218","Description for product 2218",46.35
SKU02219,"Product 2219","Description for product 2219",69.03
SKU02220,"Product 2220","Description for product 2220",1.25
SKU02221,"Product 2221","Description for product 2221",14.06
SKU02222,"Product 2222","Description for product 2222",27.19
SKU02223,"Product 2223","Description for product 2223",42.26
SKU02224,"Product 2224","Description for product 2224",78.04
SKU02225,"Product 2225","Description for product 2225",32.1
SKU02226,"Product 2226","Description for product 2226",54.18
SKU02227,"Product 2227","Description for product 2227",27.39
SKU02228,"Product 2228","Description for product 2228",47.23
SKU02229,"Product 2229","Description for product 2229",14.73
SKU02230,"Product 2230","Description for product 2230",91.35
SKU02231,"Product 2231","Description for product 2231",7.36
SKU02232,"Product 2232","Description for product 2232",51.94
SKU02233,"Product 2233","Description for product 2233",14.94
SKU02234,"Product 2234","Description for product 2234",43.21
SKU02235,"Product 2235","Description for product 2235",66.86
SKU02236,"Product 2236","Description for product 2236",86.57
SKU02237,"Product 2237","Description for product 2237",31.74
SKU02238,"Product 2238","Description for product 2238",34.52
SKU02239,"Product 2239","Description for product 2239",16.82
SKU02240,"Product 2240","Description for product 2240",73.45
SKU02241,"Product 2241","Description for product 2241",45.29
SKU02242,"Product 2242","Description for product 2242",56.4
SKU02243,"Product 2243","Description for product 2243",5.63
SKU02244,"Product 2244","Description for product 2244",46.54
SKU02245,"Product 2245","Description for product 2245",63.85
SKU02246,"Product 2246","Description for product 2246",96.7
SKU02247,"Product 2247","Description for product 2247",65.72
SKU02248,"Product 2248","Description for product 2248",41.73
SKU02249,"Product 2249","Description for product 2249",2.51
SKU02250,"Product 2250","Description for product 2250",9.13
SKU02251,"Product 2251","Description for product 2251",46.71
SKU02252,"Product 2252","Description for product 2252",1.15
SKU02253,"Product 2253","Description for product 2253",3.63
SKU02254,"Product 2254","Description for product 2254",25.01
SKU02255,"Product 2255","Description for product 2255",88.56
SKU02256,"Product 2256","Description for product 2256",79.66
SKU02257,"Product 2257","Description for product 2257",19.56
SKU02258,"Product 2258","Description for product 2258",59.23
